source,recipient,issueDomain,amount,flowType,traceability,largeDonorShare,sourceRecordId,sourceUrl,committeeType,spendingPurpose,supportOppose,disclosureLag
NYC Campaign Finance Board,"Ung, Sandra",democracy,0.2024,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2343,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Usmanov, Fedir",democracy,0.1146,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2976,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Vaichunas, Alicia B",democracy,0.2026,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2940,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Vernikov, Inna",democracy,0.1792,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2423,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Walden, James",democracy,2.3107,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2903,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Wang, Steven",democracy,0.0800,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-3025,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Weiner, Anthony",democracy,0.1893,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-BB,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Wetzler, Benjamin D",democracy,0.2016,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2848,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Willabus, Dimple",democracy,0.1400,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2274,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Williams, Jumaane D",democracy,1.3432,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1227,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Wills, Ruben W",democracy,0.0827,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1374,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Wong, Phil",democracy,0.3594,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2942,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Ye, Ling",democracy,0.2026,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2937,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Yu, Eric",democracy,0.0532,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2938,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
Seattle Democracy Voucher Program,Nilu Jenks,democracy,0.0498,DEMOCRACY_VOUCHER,0.9800,0.0400,seattle-dvp-4c74391fdd,https://www.seattle.gov/documents/Departments/EthicsElections/DemocracyVoucher/Program%20Data/2026/2026-06-18%20Web%20Program%20Data.xlsx,municipal democracy vouchers,1992 accepted or redeemed vouchers,,0.0800
Seattle Democracy Voucher Program,Julie Kang,democracy,0.0330,DEMOCRACY_VOUCHER,0.9800,0.0400,seattle-dvp-5b3f024f24,https://www.seattle.gov/documents/Departments/EthicsElections/DemocracyVoucher/Program%20Data/2026/2026-06-18%20Web%20Program%20Data.xlsx,municipal democracy vouchers,1321 accepted or redeemed vouchers,,0.0800
Seattle Democracy Voucher Program,Silas James,democracy,0.0148,DEMOCRACY_VOUCHER,0.9800,0.0400,seattle-dvp-7226b32b43,https://www.seattle.gov/documents/Departments/EthicsElections/DemocracyVoucher/Program%20Data/2026/2026-06-18%20Web%20Program%20Data.xlsx,municipal democracy vouchers,592 accepted or redeemed vouchers,,0.0800
Seattle Democracy Voucher Program,Dimitri Georgakopoulos,democracy,0.0001,DEMOCRACY_VOUCHER,0.9800,0.0400,seattle-dvp-add4cf3cfc,https://www.seattle.gov/documents/Departments/EthicsElections/DemocracyVoucher/Program%20Data/2026/2026-06-18%20Web%20Program%20Data.xlsx,municipal democracy vouchers,5 accepted or redeemed vouchers,,0.0800
