source,recipient,issueDomain,amount,flowType,traceability,largeDonorShare,sourceRecordId,sourceUrl,committeeType,spendingPurpose,supportOppose,disclosureLag
AMERICAN SPICE TRADE ASSOCIATION INC,Opaque issue-advocacy capacity,energy,0.0148,DARK_MONEY,0.2400,0.6400,134924480,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
FOREST RESOURCES ASSOCIATION INC,Opaque issue-advocacy capacity,energy,0.0147,DARK_MONEY,0.2400,0.6400,521331738,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF BOND LAWYERS,Opaque issue-advocacy capacity,energy,0.0146,DARK_MONEY,0.2400,0.6400,363016503,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
CENTER FOR WORKPLACE COMPLIANCE,Opaque issue-advocacy capacity,energy,0.0144,DARK_MONEY,0.2400,0.6400,521067287,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
PET INDUSTRY JOINT ADVISORY COUNCIL,Opaque issue-advocacy capacity,energy,0.0142,DARK_MONEY,0.2400,0.6400,237400898,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL RAILROAD CONSTRUCTION & MAINTENANCE ASSOCIATION,Opaque issue-advocacy capacity,technology,0.0142,DARK_MONEY,0.2400,0.6400,370990937,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL BANKERS ASSOCIATION INC,Opaque issue-advocacy capacity,finance,0.0141,DARK_MONEY,0.2400,0.6400,520884907,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
GRAIN FOODS FOUNDATION,Opaque issue-advocacy capacity,technology,0.0140,DARK_MONEY,0.2400,0.6400,201329442,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ASSOCIATION OF CLINICAL RESEARCH ORGANIZATIONS,Opaque issue-advocacy capacity,energy,0.0139,DARK_MONEY,0.2400,0.6400,020542064,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION FOR BUSINESS ECONOMICS,Opaque issue-advocacy capacity,energy,0.0139,DARK_MONEY,0.2400,0.6400,136133105,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
SPORTS AND FITNESS INDUSTRY ASSOCIATION,Opaque issue-advocacy capacity,energy,0.0137,DARK_MONEY,0.2400,0.6400,360753520,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ALLIANCE FOR SAFE ONLINE PHARMACIES,Opaque issue-advocacy capacity,energy,0.0136,DARK_MONEY,0.1200,0.7400,463155025,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL CREDITORS BAR ASSOCIATION,Opaque issue-advocacy capacity,finance,0.0135,DARK_MONEY,0.2400,0.6400,431654633,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL IMMIGRATION FORUM ACTION FUND,Opaque issue-advocacy capacity,energy,0.0133,DARK_MONEY,0.1200,0.7400,264718617,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL AFRICAN-AMERICAN INSURANCE ASSOCIATION,Opaque issue-advocacy capacity,finance,0.0130,DARK_MONEY,0.2400,0.6400,311471178,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF WOMEN BUSINESS OWNERS,Opaque issue-advocacy capacity,energy,0.0128,DARK_MONEY,0.2400,0.6400,237425967,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
THE ASSOCIATION FOR HOSE & ACCESSORIES DISTRIBUTION,Opaque issue-advocacy capacity,energy,0.0127,DARK_MONEY,0.2400,0.6400,232324931,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
EMILYS LIST ACTION,Opaque issue-advocacy capacity,energy,0.0127,DARK_MONEY,0.1200,0.7400,461067490,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
PUERTO RICO STATEHOOD COUNCIL,Opaque issue-advocacy capacity,energy,0.0126,DARK_MONEY,0.1200,0.7400,461462011,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION FOR BIOMEDICAL RESEARCH,Opaque issue-advocacy capacity,energy,0.0125,DARK_MONEY,0.2400,0.6400,042688181,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
SECURING AMERICAS FUTURE ENERGY ALLIANCE INC,Opaque issue-advocacy capacity,energy,0.0123,DARK_MONEY,0.1200,0.7400,201728102,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL HOUSING REHABILITATION ASSOCIATION,Opaque issue-advocacy capacity,energy,0.0121,DARK_MONEY,0.2400,0.6400,237248114,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
HEARING INDUSTRIES ASSOCIATION INC,Opaque issue-advocacy capacity,energy,0.0121,DARK_MONEY,0.2400,0.6400,426100157,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
UNITED STATES ADVANCED TELEVISION SYSTEMS COMMITTEE,Opaque issue-advocacy capacity,energy,0.0121,DARK_MONEY,0.2400,0.6400,521324090,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
DISTRICT OF COLUMBIA CHAMBER OF COMMERCE,Opaque issue-advocacy capacity,energy,0.0120,DARK_MONEY,0.2400,0.6400,237158230,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
BUILDERS HARDWARE MANUFACTURERS ASSOCIATION,Opaque issue-advocacy capacity,energy,0.0115,DARK_MONEY,0.2400,0.6400,060602255,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL NATIVE AMERICAN HUMAN RESOURCES ASSOCIATION,Opaque issue-advocacy capacity,energy,0.0114,DARK_MONEY,0.2400,0.6400,450477831,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
INTERNATIONAL CYANIDE MANAGEMENT INSTITUTE,Opaque issue-advocacy capacity,energy,0.0112,DARK_MONEY,0.2400,0.6400,030492609,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF TOBACCO OUTLETS INC,Opaque issue-advocacy capacity,energy,0.0105,DARK_MONEY,0.2400,0.6400,412000075,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
SILVER INSTITUTE INC,Opaque issue-advocacy capacity,energy,0.0103,DARK_MONEY,0.2400,0.6400,237108453,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL HUMANITIES ALLIANCE,Opaque issue-advocacy capacity,energy,0.0103,DARK_MONEY,0.1200,0.7400,521395619,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
COMMODITY MARKET COUNCIL,Opaque issue-advocacy capacity,energy,0.0101,DARK_MONEY,0.2400,0.6400,521420879,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
FAA MANAGERS ASSOCIATION INC,Opaque issue-advocacy capacity,energy,0.0100,DARK_MONEY,0.2400,0.6400,371426448,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ASSOCIATION FOR DRESSINGS & SAUCES,Opaque issue-advocacy capacity,energy,0.0100,DARK_MONEY,0.2400,0.6400,510245131,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL PUBLIC PENSION COALITION,Opaque issue-advocacy capacity,energy,0.0098,DARK_MONEY,0.1200,0.7400,205939282,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ASSOCIATION OF AFRICAN AMERICAN FINANCIAL ADVISORS,Opaque issue-advocacy capacity,energy,0.0098,DARK_MONEY,0.2400,0.6400,384034837,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ADULT VACCINE ACCESS COALITION,Opaque issue-advocacy capacity,energy,0.0098,DARK_MONEY,0.1200,0.7400,472933563,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
INSTITUTE OF INTERNATIONAL CONTAINER LESSORS LTD,Opaque issue-advocacy capacity,technology,0.0097,DARK_MONEY,0.2400,0.6400,237309986,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ENGINE ADVOCACY,Opaque issue-advocacy capacity,energy,0.0097,DARK_MONEY,0.1200,0.7400,461064620,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF WHEAT GROWERS,Opaque issue-advocacy capacity,energy,0.0097,DARK_MONEY,0.2400,0.6400,480668648,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF FOREIGN,Opaque issue-advocacy capacity,energy,0.0096,DARK_MONEY,0.2400,0.6400,237417702,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
COUNCIL FOR QUALITY RESPIRATORY CARE,Opaque issue-advocacy capacity,energy,0.0095,DARK_MONEY,0.1200,0.7400,205120363,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
PIPER M-CLASS OWNERS AND PILOTS ASSOCIATION INC,Opaque issue-advocacy capacity,energy,0.0091,DARK_MONEY,0.1200,0.7400,223352499,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
CARGO AIRLINE ASSOCIATION,Opaque issue-advocacy capacity,technology,0.0091,DARK_MONEY,0.2400,0.6400,521245222,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
AMERICAN INSTITUTE FOR CONSERVATION,Opaque issue-advocacy capacity,energy,0.0090,DARK_MONEY,0.2400,0.6400,237291856,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
AMERICAN LEGAL FINANCE ASSOCIATION INC,Opaque issue-advocacy capacity,finance,0.0089,DARK_MONEY,0.2400,0.6400,201402214,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
WOMENS WHITE COLLAR DEFENSE ASSOCIATION,Opaque issue-advocacy capacity,procurement,0.0089,DARK_MONEY,0.2400,0.6400,320538094,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ADVANCED BIOFUELS ASSOCIATION,Opaque issue-advocacy capacity,energy,0.0087,DARK_MONEY,0.2400,0.6400,264484456,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF HEALTHCARE ACCESS MANAGEMENT,Opaque issue-advocacy capacity,energy,0.0086,DARK_MONEY,0.2400,0.6400,341272668,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
INDEX INDUSTRY ASSOCIATION,Opaque issue-advocacy capacity,energy,0.0086,DARK_MONEY,0.2400,0.6400,455007478,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
