canonicalActorId,primaryName,actorType,ldaClientId,fecCommitteeId,uei,docketSubmitterId,intermediaryId,sourceSystems,parentActorId,country,state,candidateOnly,candidateStatus,notes
cand-30db4f793861,KGSNE JV II LLC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,MMZ5CSEBJ8M5,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=3; venues=procurement"
cand-0e863c03a3da,REGENCY CONSULTING INC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,SC8LMLWA6H51,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=12; venues=procurement"
cand-df9ecde4bb3b,DATA SYSTEMS ANALYSTS INC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,K5WASFGRFAG5,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=8; venues=procurement"
cand-21e8188b08cb,"PROJECT PERFORMANCE COMPANY, LLC",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,P6KTNNHMA2B1,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=3; venues=procurement"
cand-23d9f9e6763e,LINTECH GLOBAL INC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,YT1QJBHRM6D5,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=8; venues=procurement"
cand-6f11375899a2,AJANTA CONSULTING LLC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,SC8NK73L9136,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=procurement"
cand-50568555b04b,BONNER ANALYTICAL TESTING CO,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,MFHFJAS3U4G8,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=3; venues=procurement"
cand-8c2d5fe79a3b,ENERGY SYSTEMS GROUP LLC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,JBZELFBMX1J4,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=procurement"
cand-50ddd7b0add0,"WILSON 5 SERVICE COMPANY, INC.",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,J1F1QMGZPAB9,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=3; venues=procurement"
cand-a61c13029309,HDR APTIM LLC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,CN49Q7KWML89,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=8; venues=procurement"
cand-6c7ffcc21a94,ENSCO INC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,DP3FAQE2UGT3,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=11; venues=procurement"
cand-185612aca2ba,UNISON SOFTWARE INC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,WK4KLC4ZBNF8,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=9; venues=procurement"
cand-6cbf847075ad,ALLIANCE TECHNICAL GROUP LLC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,PZV7JADJHQA1,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=3; venues=procurement"
cand-ec920309d92b,CDM A JOINT VENTURE,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,H3BHALXMJDF5,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=3; venues=procurement"
cand-332eb1a1fb92,"MPF FEDERAL, LLC",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LLA5KJMFQPU8,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=13; venues=procurement"
cand-3c745041d392,TRC ENVIRONMENTAL CORP,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,HBL5EPLQGJ44; F5F8BNA9WJQ9,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=6; venues=procurement"
cand-eec180c19345,ROCHE DIAGNOSTICS CORPORATION,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,JDMDFEZBYH36,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=73; venues=procurement"
cand-eb8c9173389e,"SPECPRO-AYUDA JV, LLC",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,MBKML4MQK3S5,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=3; venues=procurement"
cand-81404185ee2c,"PLATEAU SOFTWARE, INC.",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,RDRMK6YZBA44,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=7; venues=procurement"
cand-487f84cb3e04,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,D3LHU66KBLD5; E2BMXYHMFN58,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=16; venues=procurement"
cand-6d68f4cb6987,"CHEMTEX ENVIRONMENTAL LABORATORY, INC.",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,TH96VNRTSGY4,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=3; venues=procurement"
cand-0fbf86dddc6a,"OLGOONIK ENTERPRISES, LLC",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,NTJRK3T2CKN7; JHL3EMEYK3K8,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=12; venues=procurement"
cand-d70e4a491643,VERSAR-ENVIROCON JV,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,MW18QP5CSBW1,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=3; venues=procurement"
cand-4175223325d4,"THE NORTHBRIDGE GROUP, INC.",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,ESYLQF6CYGZ6,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=5; venues=procurement"
cand-94eac145b302,AYUDA MC2 JV LLC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,J2PCLW5XAX95,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=procurement"
cand-0324bc05b683,SERVICESOURCE INC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,XE8KLB3SCAN9,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=5; venues=procurement"
cand-7cf33c3a3b95,"AIRBORNE ASPECT, INC.",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,GN51H5KVH9W3,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=4; venues=procurement"
cand-da19c6d02c9b,"MAXIMUS FEDERAL CONSULTING, LLC",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,RYMXZHTX4WP3,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=3; venues=procurement"
cand-c8fdedddaef6,INDUSTRIAL ECONOMICS INC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,F1BNQ68LSJ61,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=18; venues=procurement"
cand-57ef9bd4fd9b,MERP SYSTEMS INC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,CJCKJLNQKLM1,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=procurement"
cand-387b34c7c952,"AHTNA PROFESSIONAL SERVICES, INC.",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,ZDLJT9HL3FK1,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=4; venues=procurement"
cand-4a88e23d961c,"DISYS SOLUTIONS, INC.",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,R15MK4RSWRD3,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=11; venues=procurement"
cand-c5febb1539f8,"KAIVA SERVICES, LLC",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,CDBFJXPN7KL5,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=29; venues=procurement"
cand-3a7911e6fb3d,SKINNER DEVELOPMENT INC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,UKLEMEC71394,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending awards,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=procurement"
cand-2fda03f301c8,THE UNIVERSITY OF IOWA,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,Z1H9VJS8NG16,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=4; venues=procurement"
cand-a502e577fbbf,AVMEDICAL LLC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,KHVGX8MWAZJ7,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=4; venues=procurement"
cand-099e37dc7908,LEAD BUILDERS INC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,NHRJBRC4SX35,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=5; venues=procurement"
cand-fb8f377c5021,"LYME COMPUTER SYSTEMS, INC.",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,F1UZPBD1VBH9,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=94; venues=procurement"
cand-0b49fea16807,"SYSMEX AMERICA, INC",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,RCK2KP74XJF1,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=42; venues=procurement"
cand-d861c4114cb9,AT&T MOBILITY NATIONAL ACCOUNTS LLC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,J867EA61HLE4,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=10; venues=procurement"
cand-96149a014d3a,PATHFINDER AVIATION LLC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,M94YCZXJMUH6,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=16; venues=procurement"
cand-63861e4972a9,"ONEBLOOD, INC",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,SX3XGHRJMNQ5,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=6; venues=procurement"
cand-1e27ea413449,"IMPERIAL FORESTRY, INCORPORATED",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,C9KKR521WLG3,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=31; venues=procurement"
cand-eaaec866c868,THE SALVATION ARMY,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LF19U9DKFQM6; HK75XS72JB93,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=7; venues=procurement"
cand-6696b5fbdd09,"CRASSOCIATES, INC.",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,XJLVCD9P61V1,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=4; venues=procurement"
cand-8f952ddfb7ee,LOGISTICS SUPPORT SERVICES JV LLC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,DAWVNNLHTDM8,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=3; venues=procurement"
cand-0351fccc2dc9,"HAWK-NIKING, LLC",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,VRDADEV476J3,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=procurement"
cand-6eb78cd06d02,ASPEN HELICOPTERS INC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,Z6EFDFFV6C83,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=procurement"
cand-087a26363133,"ALDEN ESTATES OF NAPERVILLE, INC.",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,C2T9JYZQ37V5,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=procurement"
cand-f7f0baffceed,"STONE COUNTY REHABILITATION AND NURSING CENTER, INC",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,WMDTLMSMF2B5,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=procurement"
cand-19d34896b118,"WASTE MANAGEMENT OF NEW JERSEY, INC.",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,KFGMPHRLLJN8; KXLNDCK3GKK5,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=7; venues=procurement"
cand-113a263d69de,HAMILTON ALLIANCE INC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,KG1LP5G9GFA3,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=19; venues=procurement"
cand-19a2afa46e20,ENVIRONMENTAL MANAGEMENT & PLANNING SOLUTIONS LLC,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,H8GMR61MW2C9,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=5; venues=procurement"
cand-8b88b7428b63,"SYN-TECH SYSTEM, INC.",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,L8MEEJKUJJ86,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=6; venues=procurement"
cand-c42d7dcf0f7c,IWAKUNI CITY WATERWORKS BUREAU,vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,C182HG86TX58,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=procurement"
cand-81675b543ed9,"D'VILLE OPCO, LLC",vendor_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,TPENEC6SQBN5,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,USAspending agency actions; USAspending national actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=procurement"
