canonicalActorId,primaryName,stateClientKey,stateClientName,lobbyistName,primaryLobbyistId,annualLobbyistRegistrationId,businessType,industryTradeType,sourceDate,reportMonth,reportDueDate,fiscalYear,issueCode,periodStart,periodEnd,venue,activityType,activityMeasure,activityAmount,sourceSystem,sourceRecordId,exposureGroup,reformEventId,activityUnits,jurisdiction,matchConfidence,reviewStatus,evidenceRule,reviewer,reviewDate,sourceUrl,notes
co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,"MOREHEAD, NANCY N.",20065110263,20075003132,Government,,2007-11-30,November,2007-12-17,2007-2008,co-state-government,2007-11-30,2007-11-30,state_lobbying,state_lobbying_income,6021.0000,0.0060,Colorado Secretary of State lobbyist income data,20065110263|20075003132|DENVER DEPARTMENT OF HUMAN SERVICES|2007-11-30|10465,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,"MOREHEAD, NANCY N.",20065110263,20075003132,Government,,2007-12-31,December,2008-01-15,2007-2008,co-state-government,2007-12-31,2007-12-31,state_lobbying,state_lobbying_income,6021.0000,0.0060,Colorado Secretary of State lobbyist income data,20065110263|20075003132|DENVER DEPARTMENT OF HUMAN SERVICES|2007-12-31|10466,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,"MOREHEAD, NANCY N.",20065110263,20075003132,Government,,2008-02-29,February,2008-03-17,2007-2008,co-state-government,2008-02-29,2008-02-29,state_lobbying,state_lobbying_income,6021.0000,0.0060,Colorado Secretary of State lobbyist income data,20065110263|20075003132|DENVER DEPARTMENT OF HUMAN SERVICES|2008-02-29|10467,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,"MOREHEAD, NANCY N.",20065110263,20075003132,Government,,2008-03-31,March,2008-04-15,2007-2008,co-state-government,2008-03-31,2008-03-31,state_lobbying,state_lobbying_income,6021.0000,0.0060,Colorado Secretary of State lobbyist income data,20065110263|20075003132|DENVER DEPARTMENT OF HUMAN SERVICES|2008-03-31|10468,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,"MOREHEAD, NANCY N.",20065110263,20075003132,Government,,2008-04-30,April,2008-05-15,2007-2008,co-state-government,2008-04-30,2008-04-30,state_lobbying,state_lobbying_income,6021.0000,0.0060,Colorado Secretary of State lobbyist income data,20065110263|20075003132|DENVER DEPARTMENT OF HUMAN SERVICES|2008-04-30|10469,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,"MOREHEAD, NANCY N.",20065110263,20075003132,Government,,2008-05-31,May,2008-06-16,2007-2008,co-state-government,2008-05-31,2008-05-31,state_lobbying,state_lobbying_income,6021.0000,0.0060,Colorado Secretary of State lobbyist income data,20065110263|20075003132|DENVER DEPARTMENT OF HUMAN SERVICES|2008-05-31|10470,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,"MOREHEAD, NANCY N.",20065110263,20075003132,Government,,2008-06-30,June,2008-07-15,2007-2008,co-state-government,2008-06-30,2008-06-30,state_lobbying,state_lobbying_income,6021.0000,0.0060,Colorado Secretary of State lobbyist income data,20065110263|20075003132|DENVER DEPARTMENT OF HUMAN SERVICES|2008-06-30|10471,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,"MOREHEAD, NANCY N.",20065110263,20085003182,Government,,2008-07-31,July,2008-08-15,2008-2009,co-state-government,2008-07-31,2008-07-31,state_lobbying,state_lobbying_income,6021.0000,0.0060,Colorado Secretary of State lobbyist income data,20065110263|20085003182|DENVER DEPARTMENT OF HUMAN SERVICES|2008-07-31|10472,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,"MOREHEAD, NANCY N.",20065110263,20085003182,Government,,2008-08-31,August,2008-09-15,2008-2009,co-state-government,2008-08-31,2008-08-31,state_lobbying,state_lobbying_income,6021.0000,0.0060,Colorado Secretary of State lobbyist income data,20065110263|20085003182|DENVER DEPARTMENT OF HUMAN SERVICES|2008-08-31|10473,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,"MOREHEAD, NANCY N.",20065110263,20085003182,Government,,2008-09-30,September,2008-10-15,2008-2009,co-state-government,2008-09-30,2008-09-30,state_lobbying,state_lobbying_income,6021.0000,0.0060,Colorado Secretary of State lobbyist income data,20065110263|20085003182|DENVER DEPARTMENT OF HUMAN SERVICES|2008-09-30|10474,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,"MOREHEAD, NANCY N.",20065110263,20075003132,Government,,2008-10-31,January,2008-02-15,2007-2008,co-state-government,2008-10-31,2008-10-31,state_lobbying,state_lobbying_income,6021.0000,0.0060,Colorado Secretary of State lobbyist income data,20065110263|20075003132|DENVER DEPARTMENT OF HUMAN SERVICES|2008-10-31|10475,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,"MOREHEAD, NANCY N.",20065110263,20085003182,Government,,2008-10-31,October,2008-11-17,2008-2009,co-state-government,2008-10-31,2008-10-31,state_lobbying,state_lobbying_income,6021.0000,0.0060,Colorado Secretary of State lobbyist income data,20065110263|20085003182|DENVER DEPARTMENT OF HUMAN SERVICES|2008-10-31|10476,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,"MOREHEAD, NANCY N.",20065110263,20085003182,Government,,2008-11-30,November,2008-12-15,2008-2009,co-state-government,2008-11-30,2008-11-30,state_lobbying,state_lobbying_income,6021.0000,0.0060,Colorado Secretary of State lobbyist income data,20065110263|20085003182|DENVER DEPARTMENT OF HUMAN SERVICES|2008-11-30|10477,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,DENVER DEPARTMENT OF HUMAN SERVICES,"MOREHEAD, NANCY N.",20065110263,20085003182,Government,,2008-12-31,December,2009-01-15,2008-2009,co-state-government,2008-12-31,2008-12-31,state_lobbying,state_lobbying_income,6021.0000,0.0060,Colorado Secretary of State lobbyist income data,20065110263|20085003182|DENVER DEPARTMENT OF HUMAN SERVICES|2008-12-31|10478,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-09762b8d8e6c,COLORADO CONTRACTORS ASSOCIATION,COLORADO CONTRACTORS ASSOCIATION,COLORADO CONTRACTORS ASSOCIATION,"Solin, Sandra Hagen (Capitol Solutions/Sandra Hagen Solin)",20025001711,20065002843,Industry,,2007-02-10,January,2007-02-15,2006-2007,co-state-industry,2007-02-10,2007-02-10,state_lobbying,state_lobbying_income,8000.0000,0.0080,Colorado Secretary of State lobbyist income data,20025001711|20065002843|COLORADO CONTRACTORS ASSOCIATION|2007-02-10|6598,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-09762b8d8e6c,COLORADO CONTRACTORS ASSOCIATION,COLORADO CONTRACTORS ASSOCIATION,COLORADO CONTRACTORS ASSOCIATION,"Solin, Sandra Hagen (Capitol Solutions/Sandra Hagen Solin)",20025001711,20065002843,Industry,,2007-03-15,February,2007-03-15,2006-2007,co-state-industry,2007-03-15,2007-03-15,state_lobbying,state_lobbying_income,8000.0000,0.0080,Colorado Secretary of State lobbyist income data,20025001711|20065002843|COLORADO CONTRACTORS ASSOCIATION|2007-03-15|6599,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
