reformEventId,canonicalActorId,actorName,comparisonGroup,treated,sourceSystem,sourceOutcome,quarter,quarterIndex,eventTimeQuarter,periodStart,periodEnd,eventQuarter,includedInPrimary,prePostClass,observedSourceRecords,zeroFilled,activityAmountMillions,activityAmountDollars,log1pActivityDollars,preparationRule,claimBoundary
hloga-2007-federal-lobbying-disclosure,co-control-2254ea1330e0,COLORADO CHIROPRACTIC ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q3,6,4,2008-07-01,2008-09-30,no,yes,post,5,no,0.02950000,29500.00,10.29217944,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-2254ea1330e0,COLORADO CHIROPRACTIC ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q4,7,5,2008-10-01,2008-12-31,no,yes,post,2,no,0.01300000,13000.00,9.47278156,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-22685ef7eba1,COLORADO COMMUNITY COLLEGE SYSTEM,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q1,0,-2,2007-01-01,2007-03-31,no,yes,clean_pre,6,no,0.02220000,22200.00,10.00789261,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-22685ef7eba1,COLORADO COMMUNITY COLLEGE SYSTEM,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q2,1,-1,2007-04-01,2007-06-30,no,yes,clean_pre,6,no,0.02220000,22200.00,10.00789261,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-22685ef7eba1,COLORADO COMMUNITY COLLEGE SYSTEM,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q3,2,0,2007-07-01,2007-09-30,yes,no,event_quarter_excluded,5,no,0.02100000,21000.00,9.95232533,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-22685ef7eba1,COLORADO COMMUNITY COLLEGE SYSTEM,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q4,3,1,2007-10-01,2007-12-31,no,yes,post,6,no,0.02470000,24700.00,10.11459901,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-22685ef7eba1,COLORADO COMMUNITY COLLEGE SYSTEM,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q1,4,2,2008-01-01,2008-03-31,no,yes,post,6,no,0.02520000,25200.00,10.13463896,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-22685ef7eba1,COLORADO COMMUNITY COLLEGE SYSTEM,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q2,5,3,2008-04-01,2008-06-30,no,yes,post,6,no,0.02520000,25200.00,10.13463896,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-22685ef7eba1,COLORADO COMMUNITY COLLEGE SYSTEM,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q3,6,4,2008-07-01,2008-09-30,no,yes,post,6,no,0.02520000,25200.00,10.13463896,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-22685ef7eba1,COLORADO COMMUNITY COLLEGE SYSTEM,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q4,7,5,2008-10-01,2008-12-31,no,yes,post,5,no,0.02100000,21000.00,9.95232533,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-3ac9c1100a5a,HOME CARE ASSN OF COLO,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q1,0,-2,2007-01-01,2007-03-31,no,yes,clean_pre,6,no,0.02660000,26600.00,10.18870409,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-3ac9c1100a5a,HOME CARE ASSN OF COLO,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q2,1,-1,2007-04-01,2007-06-30,no,yes,clean_pre,6,no,0.02280000,22800.00,10.03455967,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-3ac9c1100a5a,HOME CARE ASSN OF COLO,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q3,2,0,2007-07-01,2007-09-30,yes,no,event_quarter_excluded,7,no,0.02630000,26300.00,10.17736224,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-3ac9c1100a5a,HOME CARE ASSN OF COLO,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q4,3,1,2007-10-01,2007-12-31,no,yes,post,5,no,0.01820000,18200.00,9.80923182,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-3ac9c1100a5a,HOME CARE ASSN OF COLO,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q1,4,2,2008-01-01,2008-03-31,no,yes,post,6,no,0.02460000,24600.00,10.11054237,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-3ac9c1100a5a,HOME CARE ASSN OF COLO,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q2,5,3,2008-04-01,2008-06-30,no,yes,post,6,no,0.02660000,26600.00,10.18870409,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-3ac9c1100a5a,HOME CARE ASSN OF COLO,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q3,6,4,2008-07-01,2008-09-30,no,yes,post,7,no,0.02750000,27500.00,10.22197765,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-3ac9c1100a5a,HOME CARE ASSN OF COLO,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q4,7,5,2008-10-01,2008-12-31,no,yes,post,6,no,0.02460000,24600.00,10.11054237,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-6b9b8c8c0a16,COLORADO BANKERS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q1,0,-2,2007-01-01,2007-03-31,no,yes,clean_pre,7,no,0.03660000,36600.00,10.50783084,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-6b9b8c8c0a16,COLORADO BANKERS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q2,1,-1,2007-04-01,2007-06-30,no,yes,clean_pre,5,no,0.03190000,31900.00,10.37039264,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-6b9b8c8c0a16,COLORADO BANKERS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q3,2,0,2007-07-01,2007-09-30,yes,no,event_quarter_excluded,0,yes,0.00000000,0.00,0.00000000,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-6b9b8c8c0a16,COLORADO BANKERS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q4,3,1,2007-10-01,2007-12-31,no,yes,post,2,no,0.04620000,46200.00,10.74075672,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-6b9b8c8c0a16,COLORADO BANKERS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q1,4,2,2008-01-01,2008-03-31,no,yes,post,7,no,0.03090000,30900.00,10.33854382,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-6b9b8c8c0a16,COLORADO BANKERS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q2,5,3,2008-04-01,2008-06-30,no,yes,post,7,no,0.03090000,30900.00,10.33854382,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-6b9b8c8c0a16,COLORADO BANKERS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q3,6,4,2008-07-01,2008-09-30,no,yes,post,1,no,0.02380000,23800.00,10.07748288,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-6b9b8c8c0a16,COLORADO BANKERS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q4,7,5,2008-10-01,2008-12-31,no,yes,post,1,no,0.02380000,23800.00,10.07748288,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-758a0126410b,COLORADO HOSPITAL ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q1,0,-2,2007-01-01,2007-03-31,no,yes,clean_pre,11,no,0.03170000,31700.00,10.36410351,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-758a0126410b,COLORADO HOSPITAL ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q2,1,-1,2007-04-01,2007-06-30,no,yes,clean_pre,9,no,0.03100000,31000.00,10.34177474,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-758a0126410b,COLORADO HOSPITAL ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q3,2,0,2007-07-01,2007-09-30,yes,no,event_quarter_excluded,5,no,0.01450000,14500.00,9.58197289,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-758a0126410b,COLORADO HOSPITAL ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q4,3,1,2007-10-01,2007-12-31,no,yes,post,7,no,0.03250000,32500.00,10.38902614,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-758a0126410b,COLORADO HOSPITAL ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q1,4,2,2008-01-01,2008-03-31,no,yes,post,9,no,0.03730000,37300.00,10.52677541,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-758a0126410b,COLORADO HOSPITAL ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q2,5,3,2008-04-01,2008-06-30,no,yes,post,13,no,0.04180000,41800.00,10.64067554,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-758a0126410b,COLORADO HOSPITAL ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q3,6,4,2008-07-01,2008-09-30,no,yes,post,17,no,0.02220000,22200.00,10.00789261,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-758a0126410b,COLORADO HOSPITAL ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q4,7,5,2008-10-01,2008-12-31,no,yes,post,21,no,0.04570000,45700.00,10.72987546,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-7f7eb3ead4ea,COLORADO ASSOCIATION OF HOME BUILDERS,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q1,0,-2,2007-01-01,2007-03-31,no,yes,clean_pre,6,no,0.03690000,36900.00,10.51599393,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-7f7eb3ead4ea,COLORADO ASSOCIATION OF HOME BUILDERS,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q2,1,-1,2007-04-01,2007-06-30,no,yes,clean_pre,6,no,0.03690000,36900.00,10.51599393,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-7f7eb3ead4ea,COLORADO ASSOCIATION OF HOME BUILDERS,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q3,2,0,2007-07-01,2007-09-30,yes,no,event_quarter_excluded,3,no,0.02010000,20100.00,9.90852484,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-7f7eb3ead4ea,COLORADO ASSOCIATION OF HOME BUILDERS,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q4,3,1,2007-10-01,2007-12-31,no,yes,post,3,no,0.02010000,20100.00,9.90852484,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-7f7eb3ead4ea,COLORADO ASSOCIATION OF HOME BUILDERS,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q1,4,2,2008-01-01,2008-03-31,no,yes,post,3,no,0.02010000,20100.00,9.90852484,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-7f7eb3ead4ea,COLORADO ASSOCIATION OF HOME BUILDERS,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q2,5,3,2008-04-01,2008-06-30,no,yes,post,3,no,0.02010000,20100.00,9.90852484,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-7f7eb3ead4ea,COLORADO ASSOCIATION OF HOME BUILDERS,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q3,6,4,2008-07-01,2008-09-30,no,yes,post,3,no,0.02010000,20100.00,9.90852484,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-7f7eb3ead4ea,COLORADO ASSOCIATION OF HOME BUILDERS,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q4,7,5,2008-10-01,2008-12-31,no,yes,post,3,no,0.02010000,20100.00,9.90852484,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-80ee761a6f12,"COLORADO COUNTIES, INC.",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q1,0,-2,2007-01-01,2007-03-31,no,yes,clean_pre,11,no,0.04270000,42700.00,10.66197762,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-80ee761a6f12,"COLORADO COUNTIES, INC.",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q2,1,-1,2007-04-01,2007-06-30,no,yes,clean_pre,10,no,0.04240000,42400.00,10.65492723,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-80ee761a6f12,"COLORADO COUNTIES, INC.",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q3,2,0,2007-07-01,2007-09-30,yes,no,event_quarter_excluded,6,no,0.02340000,23400.00,10.06053404,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-80ee761a6f12,"COLORADO COUNTIES, INC.",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q4,3,1,2007-10-01,2007-12-31,no,yes,post,6,no,0.02810000,28100.00,10.24356044,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-80ee761a6f12,"COLORADO COUNTIES, INC.",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q1,4,2,2008-01-01,2008-03-31,no,yes,post,10,no,0.03680000,36800.00,10.51328030,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-80ee761a6f12,"COLORADO COUNTIES, INC.",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q2,5,3,2008-04-01,2008-06-30,no,yes,post,8,no,0.03020000,30200.00,10.31563032,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-80ee761a6f12,"COLORADO COUNTIES, INC.",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q3,6,4,2008-07-01,2008-09-30,no,yes,post,7,no,0.02360000,23600.00,10.06904436,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-80ee761a6f12,"COLORADO COUNTIES, INC.",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q4,7,5,2008-10-01,2008-12-31,no,yes,post,9,no,0.02450000,24500.00,10.10646921,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
